"Professor","Course","Semester","AcademicYear","StudentName","EvaluationScore"
"Cindy","Accounting","Fall",4047,"Chelsae Roderighi",146.42281084
"Jill","Environmental Ethics","Fall",2023,"Chelsae Roderighi",69.33461147
"Lee","Data Visualization","Fall",2023,"Chelsae Roderighi",70.30614859
"Lee","Statistics","Spring",2023,"Chelsae Roderighi",72.38058543
"Peter","General Biology","Fall",2023,"Chelsae Roderighi",78.27863773
"Tim","Investment","Fall",2023,"Chelsae Roderighi",71.05626516
"Tony","Modern History","Spring",2023,"Chelsae Roderighi",76.07338804
"Antony","Communication","Fall",4045,"Cherin McElrea",140.01279258
"Fiona","Financial Modeling","Fall",4045,"Cherin McElrea",149.15496962
"Jack","US History","Fall",2021,"Cherin McElrea",75.50024656
"Jill","Environmental Ethics","Spring",2021,"Cherin McElrea",82.8363343
"Jimmy","Counseling Psychology","Fall",2021,"Cherin McElrea",71.55365879
"Lee","Python2","Fall",2021,"Cherin McElrea",68.24483871
"Peter","General Biology","Spring",2021,"Cherin McElrea",73.54783336
"Sue","Commercial Law","Fall",2021,"Cherin McElrea",69.62685022
"Tim","Investment","Fall",2021,"Cherin McElrea",75.20467871
"Tina","Big Data","Fall",2021,"Cherin McElrea",67.62379542
"Wang","Data Visualization","Fall",2021,"Cherin McElrea",70.25349112
"Cindy","Accounting","Fall",4044,"Chester Wais",137.947777
"Fiona","Financial Modeling","Spring",4044,"Chester Wais",137.3031668
"Jason","Big Data","Fall",2020,"Chester Wais",69.51930651
"Kim","Data Visualization","Fall",2020,"Chester Wais",72.2181499
"Sue","Commercial Law","Fall",2020,"Chester Wais",72.86763311
"Andrew","Investment","Spring",2021,"Chevalier Lung",72.84471536
"Antony","Communication","Spring",4045,"Chevalier Lung",159.35257306
"Cindy","Accounting","Fall",4045,"Chevalier Lung",143.42793848
"Fiona","Financial Modeling","Fall",2021,"Chevalier Lung",79.13627905
"Jack","US History","Fall",2021,"Chevalier Lung",73.76421025
"Jack","Urban sociology","Spring",2021,"Chevalier Lung",73.75532928
"Jimmy","Counseling Psychology","Fall",2021,"Chevalier Lung",72.02511865
"Lee","Data Visualization","Spring",2021,"Chevalier Lung",73.58796014
"Lee","Python2","Fall",2021,"Chevalier Lung",70.77661751
"Peter","General Biology","Spring",2021,"Chevalier Lung",76.62407852
"Tina","Big Data","Fall",2021,"Chevalier Lung",74.42296281
"Tony","Modern History","Spring",2021,"Chevalier Lung",77.19418938
"Wang","Statistics","Fall",2021,"Chevalier Lung",68.90484144
"Antony","Communication","Fall",4043,"Chiarra Pallis",159.5918165
"Cindy","Financial Modeling","Spring",4043,"Chiarra Pallis",144.61833442
"Jack","Urban sociology","Spring",2019,"Chiarra Pallis",69.58384794
"Jill","Environmental Ethics","Spring",2019,"Chiarra Pallis",73.65312991
"Jimmy","Counseling Psychology","Fall",2019,"Chiarra Pallis",69.39520087
"Kim","Python2","Spring",2019,"Chiarra Pallis",74.63380907
"Peter","General Biology","Spring",2019,"Chiarra Pallis",80.65331266
"Sue","Commercial Law","Spring",2019,"Chiarra Pallis",76.1798203
"Tim","Accounting","Spring",2019,"Chiarra Pallis",74.97239448
"Tony","Modern History","Fall",2019,"Chiarra Pallis",77.49235707
"Wang","Data Visualization","Spring",2019,"Chiarra Pallis",67.60793452
"Wang","Statistics","Spring",2019,"Chiarra Pallis",67.34502865
"Cindy","Financial Modeling","Spring",4043,"Chic Mewton",146.22575442
"Kim","Python2","Spring",2019,"Chic Mewton",80.38020957
"Peter","General Biology","Fall",2019,"Chic Mewton",76.75461846
"Sue","Commercial Law","Fall",2019,"Chic Mewton",68.45848806
"Tim","Accounting","Fall",2019,"Chic Mewton",75.88108003
"Tim","Investment","Fall",2019,"Chic Mewton",82.91966375
"Tina","Big Data","Spring",2019,"Chic Mewton",65.53844218
"Tony","Modern History","Fall",2019,"Chic Mewton",74.43257271
"Wang","Statistics","Spring",2019,"Chic Mewton",68.18433853
"Antony","Communication","Fall",4047,"Chickie Dudgeon",158.2213633
"Cindy","Accounting","Spring",4047,"Chickie Dudgeon",142.70177072
"Fiona","Financial Modeling","Fall",2023,"Chickie Dudgeon",79.70487701
"Jack","Urban sociology","Fall",2023,"Chickie Dudgeon",75.37235624
"Jason","Big Data","Fall",2023,"Chickie Dudgeon",72.27211123
"Jill","Environmental Ethics","Spring",2023,"Chickie Dudgeon",74.8786378
"Jimmy","Counseling Psychology","Fall",2023,"Chickie Dudgeon",67.87333572
"Lee","Data Visualization","Fall",2023,"Chickie Dudgeon",76.74268105
"Lee","Python2","Fall",2023,"Chickie Dudgeon",80.12631185
"Sue","Commercial Law","Fall",2023,"Chickie Dudgeon",68.62507671
"Tim","Investment","Fall",2023,"Chickie Dudgeon",77.04737402
"Tony","Modern History","Fall",2023,"Chickie Dudgeon",73.98252883
"Jack","Urban sociology","Fall",2022,"Christabella Child",86.34662595
"Jill","Environmental Ethics","Fall",2022,"Christabella Child",89.10668833
"Jimmy","Counseling Psychology","Spring",2022,"Christabella Child",89.92929922
"Lee","Data Visualization","Spring",2022,"Christabella Child",90.18967759
"Lee","Statistics","Fall",2022,"Christabella Child",91.69278399
"Jason","Big Data","Fall",2019,"Christian Euesden",76.19496298
"Fiona","Financial Modeling","Spring",2020,"Christiano Chitty",79.67587712
"Lee","Statistics","Spring",2020,"Christiano Chitty",71.10642276
"Cindy","Accounting","Spring",4044,"Christoper Kedslie",165.6746321
"Cindy","Financial Modeling","Fall",4044,"Christoper Kedslie",159.1680041
"Jill","Environmental Ethics","Fall",2020,"Christoper Kedslie",89.94597674
"Lee","Data Visualization","Spring",2020,"Christoper Kedslie",91.34302612
"Tony","Modern History","Fall",2020,"Christoper Kedslie",90.64651276
"Andrew","Investment","Spring",2021,"Chrysler Gostick",69.6912614
"Antony","Communication","Fall",4045,"Chrysler Gostick",147.16750918
"Cindy","Accounting","Fall",4045,"Chrysler Gostick",144.62905666
"Fiona","Financial Modeling","Fall",2021,"Chrysler Gostick",69.73471718
"Jack","Urban sociology","Fall",2021,"Chrysler Gostick",73.33779583
"Jill","Environmental Ethics","Spring",2021,"Chrysler Gostick",83.11476328
"Lee","Python2","Fall",2021,"Chrysler Gostick",67.6126461
"Peter","General Biology","Spring",2021,"Chrysler Gostick",72.80273138
"Tina","Big Data","Fall",2021,"Chrysler Gostick",68.71472338
"Tony","Modern History","Fall",2021,"Chrysler Gostick",73.03617008
"Wang","Data Visualization","Fall",2021,"Chrysler Gostick",70.13353102
"Antony","Communication","Spring",4047,"Chucho Baldacchino",144.2670676
"Cindy","Accounting","Fall",4047,"Chucho Baldacchino",136.14374408
"Jill","Environmental Ethics","Spring",2023,"Chucho Baldacchino",67.31039071
"Jimmy","Counseling Psychology","Fall",2023,"Chucho Baldacchino",73.66944233
"Lee","Python2","Fall",2023,"Chucho Baldacchino",79.48939464
"Sue","Commercial Law","Fall",2023,"Chucho Baldacchino",75.21825932
"Tony","Modern History","Fall",2023,"Chucho Baldacchino",70.80355112
"Antony","Communication","Spring",4047,"Cindi Walford",151.30479716
"Cindy","Accounting","Fall",4047,"Cindi Walford",151.67626052
"Fiona","Financial Modeling","Fall",4047,"Cindi Walford",160.31808018
"Jack","US History","Fall",2023,"Cindi Walford",70.38947414
"Jack","Urban sociology","Fall",2023,"Cindi Walford",69.03287874
"Jill","Environmental Ethics","Spring",2023,"Cindi Walford",88.0172735
"Jimmy","Counseling Psychology","Spring",2023,"Cindi Walford",80.71853972
"Lee","Data Visualization","Fall",2023,"Cindi Walford",77.33289095
"Lee","Statistics","Spring",2023,"Cindi Walford",78.69611938
"Peter","General Biology","Spring",2023,"Cindi Walford",68.17640796
"Tony","Modern History","Spring",2023,"Cindi Walford",76.98004858
"Jason","Big Data","Fall",2019,"Claiborn Hazard",69.06207348
"Antony","Communication","Fall",4047,"Clarance Kerrigan",161.94352872
"Cindy","Accounting","Spring",4047,"Clarance Kerrigan",134.9889717
"Jack","US History","Fall",2023,"Clarance Kerrigan",75.59840662
"Jack","Urban sociology","Spring",2023,"Clarance Kerrigan",74.22130476
"Jason","Big Data","Fall",2023,"Clarance Kerrigan",81.51658532
"Lee","Data Visualization","Fall",2023,"Clarance Kerrigan",67.85266477
"Cindy","Financial Modeling","Fall",4043,"Clarey Kirkwood",145.53877052
"Jack","US History","Fall",2019,"Clarey Kirkwood",69.93144316
"Kim","Python2","Fall",2019,"Clarey Kirkwood",69.31697368
"Tony","Modern History","Spring",2019,"Clarey Kirkwood",74.79948558
"Wang","Statistics","Spring",2019,"Clarey Kirkwood",70.32036899
"Antony","Communication","Fall",4043,"Claus Culley",162.68120544
"Jill","Environmental Ethics","Fall",2019,"Claus Culley",87.82071569
"Kim","Python2","Spring",2019,"Claus Culley",89.35887537
"Jason","Big Data","Fall",2019,"Clem Leist",74.39890077
"Kim","Data Visualization","Fall",2019,"Clem Leist",85.33550008
"Sue","Commercial Law","Fall",2019,"Clem Leist",70.40107272
"Andrew","Investment","Spring",2019,"Clemence Pickles",80.06671314
"Kim","Python2","Spring",2019,"Clemence Pickles",67.33823672
"Sue","Commercial Law","Spring",2019,"Clemence Pickles",68.07832734
"Tony","Modern History","Fall",2019,"Clemence Pickles",68.35000042
"Cindy","Accounting","Spring",4045,"Clementina Fairleigh",153.04566382
"Jack","Urban sociology","Fall",2021,"Clementina Fairleigh",70.42759821
"Jill","Environmental Ethics","Fall",2021,"Clementina Fairleigh",75.21365939
"Jimmy","Counseling Psychology","Spring",2021,"Clementina Fairleigh",73.6338441
"Peter","General Biology","Fall",2021,"Clementina Fairleigh",65.687712
"Sue","Commercial Law","Spring",2021,"Clementina Fairleigh",77.83485921
"Andrew","Investment","Spring",2019,"Cletus Earsman",78.88406146
"Antony","Communication","Fall",4043,"Cletus Earsman",166.86497116
"Cindy","Financial Modeling","Spring",4043,"Cletus Earsman",153.31079002
"Jack","Urban sociology","Spring",2019,"Cletus Earsman",74.81408819
"Jane","US History","Spring",2019,"Cletus Earsman",74.09587018
"Jason","Big Data","Fall",2019,"Cletus Earsman",66.20141576
"Jimmy","Counseling Psychology","Fall",2019,"Cletus Earsman",75.52377324
"Peter","General Biology","Spring",2019,"Cletus Earsman",68.53412175
"Sue","Commercial Law","Spring",2019,"Cletus Earsman",73.51876925
"Tim","Accounting","Spring",2019,"Cletus Earsman",81.71981637
"Tony","Modern History","Spring",2019,"Cletus Earsman",80.95777621
"Andrew","Investment","Spring",2022,"Cleveland Freeberne",80.78785792
"Jason","Big Data","Spring",2022,"Cleveland Freeberne",75.27936451
"Lee","Data Visualization","Spring",2022,"Cleveland Freeberne",72.42605454
"Lee","Statistics","Fall",2022,"Cleveland Freeberne",76.03321358
"Peter","General Biology","Fall",2022,"Cleveland Freeberne",67.87412591
"Tim","Accounting","Spring",2022,"Cleveland Freeberne",80.88305899
"Tony","Modern History","Spring",2022,"Cleveland Freeberne",76.36511771
"Andrew","Investment","Fall",2020,"Cloe Aizikov",80.02369019
"Antony","Communication","Spring",4044,"Cloe Aizikov",159.37270876
"Cindy","Financial Modeling","Fall",4044,"Cloe Aizikov",152.80627976
"Jason","Big Data","Fall",2020,"Cloe Aizikov",75.20752097
"Lee","Python2","Fall",2020,"Cloe Aizikov",81.32179411
"Peter","General Biology","Spring",2020,"Cloe Aizikov",75.91324048
"Tony","Modern History","Fall",2020,"Cloe Aizikov",70.60154134
"Kim","Python2","Spring",2022,"Codee Vasichev",71.1416888
"Lee","Data Visualization","Fall",2022,"Codee Vasichev",71.59122844
"Jack","US History","Fall",2021,"Cody Stebbings",73.19368754
"Jack","Urban sociology","Spring",2021,"Cody Stebbings",69.23931394
"Jimmy","Counseling Psychology","Fall",2021,"Cody Stebbings",75.65519248
"Tony","Modern History","Spring",2021,"Cody Stebbings",68.08191041
"Antony","Communication","Fall",4045,"Collin Calloway",149.20922624
"Cindy","Accounting","Spring",4045,"Collin Calloway",140.03950088
"Cindy","Financial Modeling","Spring",4045,"Collin Calloway",151.51612506
"Jack","US History","Spring",2021,"Collin Calloway",69.32982087
"Jack","Urban sociology","Fall",2021,"Collin Calloway",74.24149684
"Jill","Environmental Ethics","Spring",2021,"Collin Calloway",83.40334874
"Lee","Python2","Fall",2021,"Collin Calloway",78.35836483
"Sue","Commercial Law","Fall",2021,"Collin Calloway",72.2295111
"Tina","Big Data","Fall",2021,"Collin Calloway",81.61204918
"Wang","Data Visualization","Fall",2021,"Collin Calloway",69.88585734
"Wang","Statistics","Fall",2021,"Collin Calloway",67.75958801
"Andrew","Investment","Fall",2020,"Colver Connolly",83.81349279
"Cindy","Accounting","Spring",4044,"Colver Connolly",139.6677933
"Fiona","Financial Modeling","Spring",2020,"Colver Connolly",79.66021818
"Jane","Urban sociology","Spring",2020,"Colver Connolly",69.07233876
"Jason","Big Data","Fall",2020,"Colver Connolly",81.94684634
"Jill","Environmental Ethics","Fall",2020,"Colver Connolly",73.95747379
"Jimmy","Counseling Psychology","Fall",2020,"Colver Connolly",82.95996503
"Lee","Python2","Fall",2020,"Colver Connolly",75.64554593
"Lee","Statistics","Fall",2020,"Colver Connolly",74.07522085
"Peter","General Biology","Fall",2020,"Colver Connolly",76.55492806
"Sue","Commercial Law","Fall",2020,"Colver Connolly",68.91991149
"Andrew","Investment","Spring",2022,"Concettina Weatherley",79.39263586
"Jill","Environmental Ethics","Fall",2022,"Concettina Weatherley",84.84647353
"Lee","Data Visualization","Spring",2022,"Concettina Weatherley",74.72400525
"Lee","Statistics","Spring",2022,"Concettina Weatherley",72.90906475
"Peter","General Biology","Fall",2022,"Concettina Weatherley",66.5414931
"Sue","Commercial Law","Spring",2022,"Concettina Weatherley",74.62550983
"Tim","Accounting","Spring",2022,"Concettina Weatherley",76.74733312
"Tony","Modern History","Fall",2022,"Concettina Weatherley",70.85825268
"Cindy","Accounting","Fall",4047,"Conny Lancett",146.44668738
"Fiona","Financial Modeling","Fall",2023,"Conny Lancett",67.92674652
"Jill","Environmental Ethics","Spring",2023,"Conny Lancett",86.4220577
"Lee","Data Visualization","Fall",2023,"Conny Lancett",75.8715559
"Lee","Statistics","Spring",2023,"Conny Lancett",72.94278355
"Sue","Commercial Law","Spring",2023,"Conny Lancett",75.24242414
"Tim","Investment","Fall",2023,"Conny Lancett",79.12096084
"Tony","Modern History","Spring",2023,"Conny Lancett",80.08097998
"Andrew","Investment","Spring",2021,"Constancia Paydon",81.65017029
"Antony","Communication","Spring",4044,"Constanta Jewson",162.31392996
"Cindy","Financial Modeling","Spring",4046,"Coraline Fussey",151.24906922
"Peter","General Biology","Fall",2022,"Coraline Fussey",69.56037147
"Sue","Commercial Law","Spring",2022,"Coraline Fussey",69.38036714
"Tony","Modern History","Spring",2022,"Coraline Fussey",74.76178872
"Antony","Communication","Fall",4045,"Cordie O'Brogan",155.91829404
"Fiona","Financial Modeling","Fall",2021,"Cordie O'Brogan",85.9383099
"Tina","Big Data","Fall",2021,"Cordie O'Brogan",89.42369513
"Wang","Data Visualization","Fall",2021,"Cordie O'Brogan",90.28004865
"Andrew","Investment","Fall",2022,"Cordula Nalder",66.52439096
"Antony","Communication","Spring",4046,"Cordula Nalder",157.80858478
"Cindy","Financial Modeling","Spring",4046,"Cordula Nalder",141.07564372
"Jack","US History","Spring",2022,"Cordula Nalder",71.35888986
"Jack","Urban sociology","Fall",2022,"Cordula Nalder",68.10265045
"Jason","Big Data","Spring",2022,"Cordula Nalder",68.76243903
"Jill","Environmental Ethics","Fall",2022,"Cordula Nalder",68.10886888
"Jimmy","Counseling Psychology","Spring",2022,"Cordula Nalder",68.97904207
"Kim","Python2","Fall",2022,"Cordula Nalder",82.58969778
"Lee","Data Visualization","Fall",2022,"Cordula Nalder",76.95421249
"Peter","General Biology","Spring",2022,"Cordula Nalder",68.11363735
"Sue","Commercial Law","Fall",2022,"Cordula Nalder",78.99297231
"Tim","Accounting","Fall",2022,"Cordula Nalder",75.94069096
"Tony","Modern History","Fall",2022,"Cordula Nalder",77.8172233
"Jill","Environmental Ethics","Fall",2020,"Corie Harg",83.53953961
"Lee","Statistics","Fall",2020,"Corie Harg",76.44327541
"Sue","Commercial Law","Fall",2020,"Corie Harg",70.07250556
"Fiona","Financial Modeling","Fall",2022,"Corilla Feore",69.02745797
"Jack","US History","Spring",2022,"Corilla Feore",72.11671931
"Jack","Urban sociology","Fall",2022,"Corilla Feore",74.25446575
"Jill","Environmental Ethics","Spring",2022,"Corilla Feore",82.83969548
"Kim","Python2","Spring",2022,"Corilla Feore",77.80588565
"Lee","Data Visualization","Fall",2022,"Corilla Feore",68.14347214
"Lee","Statistics","Fall",2022,"Corilla Feore",75.122597
"Cindy","Accounting","Spring",4047,"Corinne Buche",145.18377814
"Fiona","Financial Modeling","Fall",2021,"Corliss Pavlasek",71.44831322
"Jimmy","Counseling Psychology","Fall",2021,"Corliss Pavlasek",81.05664262
"Lee","Data Visualization","Spring",2021,"Corliss Pavlasek",75.65138
"Lee","Python2","Fall",2021,"Corliss Pavlasek",81.07361572
"Peter","General Biology","Spring",2021,"Corliss Pavlasek",75.18592886
"Tim","Investment","Fall",2021,"Corliss Pavlasek",82.61643018
"Tony","Modern History","Fall",2021,"Corliss Pavlasek",80.42288099
"Antony","Communication","Spring",4045,"Corny Vineall",172.76861692
"Jack","US History","Spring",2021,"Corny Vineall",69.1704092
"Jack","Urban sociology","Spring",2021,"Corny Vineall",74.51584846
"Lee","Python2","Fall",2021,"Corny Vineall",71.42334652
"Sue","Commercial Law","Spring",2021,"Corny Vineall",71.74953136
"Wang","Statistics","Fall",2021,"Corny Vineall",67.02765014
"Andrew","Investment","Fall",2020,"Correy Lanfranconi",86.98863657
"Antony","Communication","Spring",4044,"Correy Lanfranconi",165.48556744
"Cindy","Accounting","Spring",4044,"Correy Lanfranconi",138.46144712
"Jack","US History","Fall",2020,"Correy Lanfranconi",70.08508266
"Jimmy","Counseling Psychology","Spring",2020,"Correy Lanfranconi",70.80724429
"Kim","Data Visualization","Fall",2020,"Correy Lanfranconi",79.15806815
"Tony","Modern History","Fall",2020,"Correy Lanfranconi",80.14868684
"Antony","Communication","Spring",4044,"Corrie Chellam",167.50301098
"Cindy","Accounting","Fall",4044,"Corrie Chellam",154.7578977
"Jason","Big Data","Fall",2020,"Corrie Chellam",70.0399812
"Lee","Data Visualization","Spring",2020,"Corrie Chellam",80.18651319
"Lee","Statistics","Fall",2020,"Corrie Chellam",73.79284906
"Sue","Commercial Law","Spring",2020,"Corrie Chellam",94.91131189
"Tim","Investment","Spring",2020,"Corrie Chellam",76.19648671
"Tony","Modern History","Fall",2020,"Corrie Chellam",72.53687882
"Andrew","Investment","Fall",2022,"Cos O'Donovan",78.24111493
"Fiona","Financial Modeling","Fall",4046,"Cos O'Donovan",155.37793844
"Jack","US History","Spring",2022,"Cos O'Donovan",72.37179619
"Jason","Big Data","Spring",2022,"Cos O'Donovan",78.53626301
"Jill","Environmental Ethics","Spring",2022,"Cos O'Donovan",72.84506349
"Jimmy","Counseling Psychology","Fall",2022,"Cos O'Donovan",80.43906414
"Kim","Python2","Fall",2022,"Cos O'Donovan",75.00061371
"Lee","Statistics","Fall",2022,"Cos O'Donovan",73.81710681
"Sue","Commercial Law","Fall",2022,"Cos O'Donovan",76.51427914
"Tim","Accounting","Fall",2022,"Cos O'Donovan",82.53148574
"Tony","Modern History","Spring",2022,"Cos O'Donovan",69.77620785
"Antony","Communication","Fall",4044,"Costanza Fouracres",159.10401178
"Cindy","Accounting","Spring",4044,"Costanza Fouracres",146.80779142
"Cindy","Financial Modeling","Fall",4044,"Costanza Fouracres",134.1139227
"Jane","US History","Spring",2020,"Costanza Fouracres",69.07268739
"Jason","Big Data","Fall",2020,"Costanza Fouracres",74.70592609
"Jill","Environmental Ethics","Fall",2020,"Costanza Fouracres",80.69943956
"Jimmy","Counseling Psychology","Fall",2020,"Costanza Fouracres",68.362917
"Kim","Data Visualization","Fall",2020,"Costanza Fouracres",78.66116826
"Lee","Python2","Spring",2020,"Costanza Fouracres",80.76690614
"Lee","Statistics","Spring",2020,"Costanza Fouracres",71.76105596
"Peter","General Biology","Fall",2020,"Costanza Fouracres",73.8731054
"Sue","Commercial Law","Fall",2020,"Costanza Fouracres",69.16946392
"Tim","Investment","Spring",2020,"Costanza Fouracres",71.71307449
"Tony","Modern History","Spring",2020,"Costanza Fouracres",75.24610394
"Andrew","Investment","Spring",2019,"Crichton Birney",71.91941936
"Antony","Communication","Spring",4043,"Crichton Birney",145.81468296
"Cindy","Financial Modeling","Fall",4043,"Crichton Birney",166.508041
"Jason","Big Data","Fall",2019,"Crichton Birney",74.81760032
"Jill","Environmental Ethics","Fall",2019,"Crichton Birney",71.52872783
"Jimmy","Counseling Psychology","Fall",2019,"Crichton Birney",79.64577072
"Tim","Accounting","Spring",2019,"Crichton Birney",81.32111681
"Tony","Modern History","Spring",2019,"Crichton Birney",81.19248909
"Antony","Communication","Spring",4047,"Crichton McTavy",179.66827302
"Cindy","Accounting","Fall",4047,"Crichton McTavy",167.45250576
"Fiona","Financial Modeling","Fall",2023,"Crichton McTavy",91.40231167
"Jane","US History","Spring",2023,"Crichton McTavy",81.45803496
"Jason","Big Data","Fall",2023,"Crichton McTavy",91.39766449
"Jill","Environmental Ethics","Fall",2023,"Crichton McTavy",93.29087707
"Jimmy","Counseling Psychology","Fall",2023,"Crichton McTavy",88.24838823
"Lee","Data Visualization","Fall",2023,"Crichton McTavy",83.72895001
"Peter","General Biology","Fall",2023,"Crichton McTavy",82.8733281
"Tim","Investment","Spring",2023,"Crichton McTavy",87.6453197
"Tony","Modern History","Spring",2023,"Crichton McTavy",92.75067415
"Antony","Communication","Spring",4043,"Cris Curwood",170.77430338
"Jack","Urban sociology","Spring",2019,"Cris Curwood",81.50931798
"Jill","Environmental Ethics","Fall",2019,"Cris Curwood",74.2301248
"Jimmy","Counseling Psychology","Spring",2019,"Cris Curwood",76.29597695
"Kim","Python2","Fall",2019,"Cris Curwood",70.04893302
"Sue","Commercial Law","Fall",2019,"Cris Curwood",91.30997974
"Tim","Accounting","Fall",2019,"Cris Curwood",77.6628118
"Andrew","Investment","Fall",2022,"Cristine Soldan",73.89203712
"Antony","Communication","Fall",4046,"Cristine Soldan",161.81813962
"Cindy","Financial Modeling","Spring",4046,"Cristine Soldan",145.22091132
"Jack","US History","Spring",2022,"Cristine Soldan",75.82792335
"Jack","Urban sociology","Fall",2022,"Cristine Soldan",72.428529
"Jason","Big Data","Spring",2022,"Cristine Soldan",66.23291494
"Kim","Python2","Fall",2022,"Cristine Soldan",83.0626485
"Lee","Data Visualization","Spring",2022,"Cristine Soldan",77.74234846
"Peter","General Biology","Fall",2022,"Cristine Soldan",66.90438517
"Sue","Commercial Law","Fall",2022,"Cristine Soldan",75.6382902
"Tony","Modern History","Fall",2022,"Cristine Soldan",81.95087918
"Antony","Communication","Fall",4045,"Cross Sweett",172.3035661
"Tina","Big Data","Fall",2021,"Cross Sweett",70.86179289
"Jimmy","Counseling Psychology","Fall",2021,"Curtis Handscombe",69.88018618
"Lee","Python2","Fall",2021,"Curtis Handscombe",67.86154091
"Antony","Communication","Fall",4044,"Cynthy Corbridge",173.78909292
"Cindy","Accounting","Fall",4044,"Cynthy Corbridge",153.51165942
"Fiona","Financial Modeling","Spring",2020,"Cynthy Corbridge",71.68571043
"Jane","Urban sociology","Spring",2020,"Cynthy Corbridge",73.12271457
"Jason","Big Data","Fall",2020,"Cynthy Corbridge",71.3285261
"Jill","Environmental Ethics","Spring",2020,"Cynthy Corbridge",87.23627926
"Jimmy","Counseling Psychology","Fall",2020,"Cynthy Corbridge",73.94579992
"Kim","Data Visualization","Fall",2020,"Cynthy Corbridge",77.69484361
"Lee","Python2","Fall",2020,"Cynthy Corbridge",68.94681024
"Lee","Statistics","Spring",2020,"Cynthy Corbridge",73.52424192
"Sue","Commercial Law","Fall",2020,"Cynthy Corbridge",73.68517149
"Cindy","Accounting","Fall",4045,"Cyrus Stanex",151.3066839
"Fiona","Financial Modeling","Fall",4045,"Cyrus Stanex",148.11736384
"Jack","US History","Fall",2021,"Cyrus Stanex",72.68630223
"Jill","Environmental Ethics","Spring",2021,"Cyrus Stanex",84.90615893
"Jimmy","Counseling Psychology","Spring",2021,"Cyrus Stanex",68.02883927
"Lee","Data Visualization","Spring",2021,"Cyrus Stanex",67.30961585
"Lee","Python2","Fall",2021,"Cyrus Stanex",78.06488677
"Peter","General Biology","Fall",2021,"Cyrus Stanex",67.52731539
"Sue","Commercial Law","Fall",2021,"Cyrus Stanex",77.31863218
"Tim","Investment","Fall",2021,"Cyrus Stanex",74.29027585
"Tina","Big Data","Fall",2021,"Cyrus Stanex",74.2332299
"Tony","Modern History","Spring",2021,"Cyrus Stanex",76.84011971
"Wang","Statistics","Fall",2021,"Cyrus Stanex",68.14186718
"Antony","Communication","Spring",4047,"Dallis Dusting",169.90756098
"Cindy","Accounting","Fall",4047,"Dallis Dusting",145.18835596
"Fiona","Financial Modeling","Fall",4047,"Dallis Dusting",155.92221478
"Jane","US History","Spring",2023,"Dallis Dusting",69.16719319
"Jill","Environmental Ethics","Fall",2023,"Dallis Dusting",68.05539882
"Jimmy","Counseling Psychology","Fall",2023,"Dallis Dusting",77.80603827
"Lee","Data Visualization","Spring",2023,"Dallis Dusting",77.37523314
"Peter","General Biology","Spring",2023,"Dallis Dusting",66.98738706
"Sue","Commercial Law","Fall",2023,"Dallis Dusting",72.60023898
"Tim","Investment","Spring",2023,"Dallis Dusting",81.57523346
"Tony","Modern History","Fall",2023,"Dallis Dusting",80.92275109
"Wang","Statistics","Fall",2023,"Dallis Dusting",68.79570318
"Jack","Urban sociology","Spring",2019,"Damiano Sail",93.09712469
"Jane","US History","Spring",2019,"Damiano Sail",86.71189307
"Lee","Statistics","Fall",2019,"Damiano Sail",81.15800205
"Antony","Communication","Fall",4045,"Dana Philippson",159.50916864
"Cindy","Accounting","Fall",4045,"Dana Philippson",134.83355872
"Fiona","Financial Modeling","Fall",2021,"Dana Philippson",73.03871251
"Jack","US History","Spring",2021,"Dana Philippson",74.23117718
"Jack","Urban sociology","Fall",2021,"Dana Philippson",75.85056233
"Jimmy","Counseling Psychology","Fall",2021,"Dana Philippson",76.7649383
"Lee","Python2","Fall",2021,"Dana Philippson",74.58404209
"Peter","General Biology","Fall",2021,"Dana Philippson",73.59917407
"Sue","Commercial Law","Fall",2021,"Dana Philippson",75.55600535
"Tony","Modern History","Spring",2021,"Dana Philippson",80.38773438
"Wang","Data Visualization","Fall",2021,"Dana Philippson",70.8407627
"Wang","Statistics","Fall",2021,"Dana Philippson",67.77083069
"Antony","Communication","Spring",4047,"Danna Gibke",160.99220498
"Fiona","Financial Modeling","Fall",2023,"Danna Gibke",73.01749281
"Jack","US History","Fall",2023,"Danna Gibke",74.14121736
"Jack","Urban sociology","Spring",2023,"Danna Gibke",71.84099481
"Jason","Big Data","Fall",2023,"Danna Gibke",79.77856956
"Jimmy","Counseling Psychology","Spring",2023,"Danna Gibke",81.16194513
"Lee","Data Visualization","Fall",2023,"Danna Gibke",72.19525359
"Peter","General Biology","Spring",2023,"Danna Gibke",74.05524994
"Sue","Commercial Law","Fall",2023,"Danna Gibke",75.0330343
"Tim","Investment","Fall",2023,"Danna Gibke",71.1451294
"Wang","Statistics","Fall",2023,"Danna Gibke",67.39658309
"Antony","Communication","Spring",4043,"Dannye Gludor",137.5877125
"Cindy","Financial Modeling","Spring",4043,"Dannye Gludor",152.48571372
"Jack","Urban sociology","Spring",2019,"Dannye Gludor",74.9953759
"Jane","US History","Spring",2019,"Dannye Gludor",71.70794395
"Jason","Big Data","Fall",2019,"Dannye Gludor",80.73100795
"Jill","Environmental Ethics","Fall",2019,"Dannye Gludor",83.20367973
"Kim","Python2","Fall",2019,"Dannye Gludor",70.3162417
